id;NUMBER_OF_INSTALMENTS;TYPE_OF_LEASE;CAR_PRICE;DOWNPAYMENT_TO_CAR_PRICE;RESIDUAL_VALUE_TO_CAR_PRICE;LEGAL_FORM_group;WHETHER_CUSTOMER_BEFORE;CUSTOMER_FOR;NET_ASSETS;ANNUAL_TURNOVER_LAST_YEAR;ANNUAL_COSTS;ANNUAL_INCOME_LAST_YEAR;NUMBER_OF_EMPLOYEES;COMPANY_AGE;REGION;PKD_group;PKD_section;EMAIL;PHONE;TYPE_OF_VEHICLE;VEHICLE_AGE;FRAUD
3757;36;FL;137398.37;0.3000;0.2000;capital_company;yes;5;9573671.08;8739961.87;0;1167716.31;50;9;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
3758;36;FL;132967.48;0.3000;0.0100;personal_company;yes;4;0;6852922.4;0;2679252.76;2;5;Lodz_Ziemia_Lodzka;?;?;NO;YES;PKW;0;NO
3759;36;FL;56847.97;0.3000;0.0100;freelancer;no;0;0;140307.17;0;118304.85;0;11;Zielona_Gora_Lubuskie;services;Q;NO;YES;PKW;0;NO
3760;36;FL;83792.68;0.2000;0.0100;capital_company;yes;4;586600;2093000;0;953000;180;16;Krakow_Malopolska;?;?;NO;YES;PKW;0;NO
3761;48;FL;114634.15;0.2000;0.0100;freelancer;yes;3;?;205507.49;0;122146.19;1;10;Poznan_Wielkopolska;services;Q;NO;YES;PKW;1;NO
3762;48;FL;124796.75;0.2000;0.0100;freelancer;yes;6;?;205507.49;0;122146.19;1;12;Poznan_Wielkopolska;services;Q;NO;YES;PKW;1;NO
3763;27;FL;106504.07;0.4500;0.1533;freelancer;no;0;0;170000;0;120000;1;6;Poznan_Wielkopolska;sale;G;YES;YES;PKW;0;NO
3764;60;FL;38211.38;0.1000;0.0100;freelancer;yes;0;0;170000;0;120000;1;7;Poznan_Wielkopolska;sale;G;YES;YES;PKW;0;NO
3765;48;FL;67073.17;0.2001;0.0100;freelancer;no;0;0;265646.84;0;113820.32;0;20;Dolny_Slask;services;M;YES;YES;PKW;0;NO
3766;36;FL;113495.92;0.2865;0.0100;freelancer;no;0;?;250000;0;100000;1;16;Opole_Dolny_Slask;services;Q;NO;NO;PKW;0;NO
3767;24;FL;101219.51;0.4500;0.1900;capital_company;yes;5;3138527.09;8693635.2;0;65772.12;18;10;Kielce_Radom_Gory_Swietokrzyskie;sale;G;NO;YES;PKW;0;NO
3768;60;FL;115609.76;0.2000;0.0100;civil_partnership;yes;6;?;1455125.27;0;276022.87;0;12;Poznan_Wielkopolska;services;M;NO;YES;LKW;0;NO
3769;36;FL;145170.73;0.4500;0.0100;capital_company;yes;4;82943069.1;140559456;0;11303740.4;277;12;Warszawa_Mazowsze;production;C;NO;NO;PKW;0;NO
3770;24;FL;71382.11;0.3000;0.1900;freelancer;no;0;?;109130;0;53705;1;5;Bydgoszcz_Torun_Kujawy;services;G;YES;YES;PKW;0;NO
3771;60;FL;62845.53;0.1000;0.0100;freelancer;no;0;0;467304;0;51087;1;7;Krakow_Malopolska;sale;G;NO;NO;PKW;0;NO
3772;36;FL;57485.38;0.3000;0.0100;freelancer;yes;4;?;120000;0;-2000;2;6;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
3773;60;FL;68439.02;0.2000;0.0100;freelancer;yes;6;0;200000;0;30000;0;15;Warszawa_Mazowsze;services;Q;YES;NO;PKW;1;NO
3774;36;FL;39788.62;0.4500;0.0100;freelancer;no;0;100000;1200000;0;19428;1;4;Rzeszow_Podkarpacie_Bieszczady;services;M;NO;YES;PKW;0;NO
3775;24;FL;116016.26;0.4500;0.1900;freelancer;yes;5;0;3000000;0;299781;5;15;Zielona_Gora_Lubuskie;services;H;NO;YES;PKW;0;NO
3776;24;FL;135920;0.2000;0.1900;personal_company;yes;4;7270073;9907841;0;1977820;0;9;Lodz_Ziemia_Lodzka;production;C;NO;YES;PKW;0;NO
3777;36;FL;84552.85;0.3269;0.3000;personal_company;yes;6;7270073;9907841;0;1977820;0;11;Lodz_Ziemia_Lodzka;production;C;NO;YES;PKW;0;NO
3778;36;FL;69105.69;0.3588;0.0100;capital_company;yes;6;1492357.85;4870836.55;0;228851.42;0;9;Lodz_Ziemia_Lodzka;production;C;NO;NO;PKW;0;NO
3779;48;FL;211382.11;0.1000;0.0100;personal_company;no;0;2807395.89;20751341.5;0;747633.76;0;62;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3780;48;FL;84308.94;0.1000;0.0100;personal_company;yes;0;2807395.89;20751341.5;0;747633.76;0;63;Warszawa_Mazowsze;sale;G;NO;YES;PKW;1;NO
3781;36;FL;49586.99;0.3000;0.0100;capital_company;yes;4;2252875.39;3177008.34;0;423747.05;14;13;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
3782;36;FL;235772.36;0.2000;0.0100;freelancer;yes;6;?;2650400;0;50000;12;27;Gdansk_Gdynia_Pomorze_Gdanskie;services;H;NO;YES;PKW;0;NO
3783;36;FL;103252.03;0.1575;0.0100;freelancer;yes;5;0;469878;0;51000;4;10;Lodz_Ziemia_Lodzka;production;C;NO;YES;PKW;0;NO
3784;36;FL;148398.37;0.4500;0.0100;freelancer;yes;5;?;382894;0;310112;1;?;Bialystok_Podlasie;?;?;NO;YES;PKW;1;NO
3785;48;FL;113821.14;0.3929;0.0100;freelancer;yes;2;0;310000;0;120000;2;10;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;YES;PKW;0;NO
3786;48;FL;62032.52;0.3277;0.0100;freelancer;yes;4;0;310000;0;120000;2;12;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;YES;PKW;0;NO
3787;36;FL;43902.44;0.3704;0.0100;freelancer;yes;3;0;142221.93;0;72831;0;12;Poznan_Wielkopolska;services;C;NO;NO;PKW;1;NO
3788;36;FL;47786.88;0.2000;0.0100;capital_company;yes;3;0;10000000;0;500000;5;?;Kielce_Radom_Gory_Swietokrzyskie;sale;G;NO;NO;PKW;1;NO
3789;36;FL;40243.91;0.2000;0.0100;capital_company;yes;4;0;10000000;0;500000;5;?;Kielce_Radom_Gory_Swietokrzyskie;sale;G;NO;NO;PKW;0;NO
3790;36;FL;99016.42;0.2000;0.0100;capital_company;yes;4;2671116.25;6144909.72;0;391455;50;10;Poznan_Wielkopolska;?;?;YES;YES;PKW;0;NO
3791;36;FL;93000;0.4500;0.0100;capital_company;yes;4;2671116.25;6144909.72;0;391455;50;11;Poznan_Wielkopolska;?;?;YES;YES;PKW;0;NO
3792;36;FL;84980;0.1000;0.0100;freelancer;yes;5;3054567;5317910;0;664076;38;17;Kielce_Radom_Gory_Swietokrzyskie;production;C;YES;YES;PKW;0;NO
3793;36;FL;47930.89;0.3000;0.0100;freelancer;yes;3;0;124000;0;41000;0;7;Poznan_Wielkopolska;?;?;NO;YES;PKW;1;NO
3794;24;FL;58536.59;0.4000;0.2500;capital_company;no;0;567221.81;553222.42;0;25284.99;5;19;Warszawa_Mazowsze;production;C;NO;YES;PKW;2;NO
3795;48;FL;54973.17;0.2600;0.0100;capital_company;yes;0;567221.81;553222.42;0;25284.99;5;20;Warszawa_Mazowsze;production;C;NO;YES;PKW;1;NO
3796;36;FL;94715.45;0.1000;0.0100;freelancer;yes;5;?;1640829;0;677330;4;8;Lublin_Chelm;services;Q;NO;NO;PKW;0;NO
3797;36;FL;64500;0.3000;0.0100;freelancer;yes;4;0;1058583;0;119459;2;5;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;1;NO
3798;60;FL;70325.2;0.1000;0.0100;freelancer;no;0;?;192173;0;146455;0;5;Krakow_Malopolska;?;?;NO;YES;PKW;0;NO
3799;48;FL;91601.02;0.3000;0.0100;civil_partnership;yes;5;?;922197.17;0;138695.69;2;15;Poznan_Wielkopolska;services;H;NO;YES;PKW;0;NO
3800;36;FL;120200;0.1000;0.2000;civil_partnership;no;0;0;812966;0;283866;12;5;Poznan_Wielkopolska;services;N;NO;YES;PKW;0;NO
3801;48;FL;114970.73;0.1000;0.0100;capital_company;yes;4;765574.35;924107.8;0;141007.8;6;15;Warszawa_Mazowsze;production;C;NO;YES;PKW;0;NO
3802;36;FL;27886.18;0.1000;0.0100;capital_company;yes;5;765574.35;924107.8;0;141007.8;6;15;Warszawa_Mazowsze;production;C;NO;YES;PKW;0;NO
3803;24;FL;89430.88;0.3000;0.1900;freelancer;yes;4;?;1705672.33;0;210683.19;16;39;Kielce_Radom_Gory_Swietokrzyskie;production;C;NO;YES;PKW;0;NO
3804;60;FL;141951.22;0.0573;0.0100;freelancer;yes;3;0;439406;0;222611;1;21;Bydgoszcz_Torun_Kujawy;services;M;NO;YES;PKW;0;NO
3805;24;FL;228455.28;0.4500;0.1900;capital_company;no;0;1795075.65;1340000;0;-53224.08;2;18;Opole_Dolny_Slask;services;M;NO;YES;PKW;1;NO
3806;36;FL;61626.02;0.2000;0.0100;freelancer;yes;6;?;203145.41;0;49998.26;0;22;Katowice_Gorny_Slask;services;L;NO;YES;LKW;0;NO
3807;24;FL;143902.44;0.4500;0.2500;freelancer;no;0;0;817199;0;86155;5;17;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3808;36;FL;95121.95;0.2000;0.3000;capital_company;yes;5;3042698;3021502;0;275919;15;9;Warszawa_Mazowsze;services;J;YES;NO;PKW;1;NO
3809;36;FL;85365.85;0.2000;0.3000;capital_company;yes;5;3042698;3021502;0;275919;15;9;Warszawa_Mazowsze;services;J;YES;NO;PKW;1;NO
3810;36;FL;371544.73;0.4500;0.0100;freelancer;yes;4;?;1913968.74;0;776629.1;2;16;Poznan_Wielkopolska;sale;G;YES;YES;PKW;0;NO
3811;24;FL;127146.34;0.2700;0.1900;capital_company;yes;5;30916952.9;45996661.6;0;-4752454.1;235;19;Dolny_Slask;?;?;NO;YES;PKW;0;NO
3812;36;FL;360142.28;0.3000;0.0100;capital_company;yes;4;5586116.94;1043287.96;0;1288369.6;12;14;Warszawa_Mazowsze;services;G;NO;YES;PKW;0;NO
3813;60;FL;27642.28;0.2001;0.0100;capital_company;yes;5;541883.67;310806.06;0;-150690.43;0;8;Katowice_Gorny_Slask;?;?;NO;YES;PKW;2;NO
3814;48;FL;123577.25;0.2500;0.0100;freelancer;yes;5;?;368247.24;0;299388;1;11;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
3815;60;FL;60000;0.2000;0.0100;freelancer;yes;5;?;1459982.57;0;303879.12;23;?;Poznan_Wielkopolska;services;S;NO;YES;PKW;1;NO
3816;36;FL;63821.14;0.3000;0.0100;freelancer;no;0;0;98000;0;48000;0;20;Lodz_Ziemia_Lodzka;services;Q;NO;YES;PKW;0;NO
3817;28;FL;139764.23;0.3000;0.0100;freelancer;no;0;0;1513352.22;0;193517.64;1;7;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
3818;24;FL;40270.49;0.1000;0.3242;capital_company;yes;3;5194.853;1147484;0;34172;10;12;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3819;48;FL;49989.42;0.2000;0.0100;capital_company;yes;4;5194.853;1147484;0;34172;10;13;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3820;48;FL;101552.85;0.2000;0.0100;capital_company;yes;4;5194.853;1147484;0;34172;10;13;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3821;36;FL;94715.45;0.2000;0.0100;capital_company;yes;4;5194.853;1147484;0;34172;10;13;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3822;48;FL;65040.65;0.2000;0.0100;capital_company;yes;4;5194.853;1147484;0;34172;10;13;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3823;48;FL;57073.17;0.1000;0.0100;civil_partnership;yes;5;0;237792;0;72206;8;?;Zielona_Gora_Lubuskie;services;Q;NO;YES;PKW;0;NO
3824;36;FL;38211.38;0.4500;0.0100;freelancer;yes;4;?;2604394;0;229298;0;14;Bydgoszcz_Torun_Kujawy;?;?;NO;YES;PKW;1;NO
3825;48;FL;70487.79;0.2307;0.0100;freelancer;yes;4;?;23000;0;16000;0;10;Bialystok_Podlasie;services;M;NO;NO;PKW;1;NO
3826;24;FL;65040.65;0.4500;0.2500;freelancer;yes;4;?;445301;0;149961;1;22;Gdansk_Gdynia_Pomorze_Gdanskie;?;?;NO;YES;PKW;0;NO
3827;36;FL;50072.36;0.3247;0.0100;freelancer;no;0;0;700000;0;5000;1;9;Bialystok_Podlasie;?;?;NO;YES;PKW;0;NO
3828;24;FL;56097.56;0.4000;0.1900;freelancer;no;0;?;603265;18720;181861;6;15;Warszawa_Mazowsze;services;M;NO;YES;PKW;1;NO
3829;36;FL;76186.89;0.3200;0.0450;freelancer;yes;3;?;199405.91;0;68552.04;0;20;Katowice_Gorny_Slask;?;?;NO;NO;PKW;0;NO
3830;36;FL;239204.88;0.2000;0.2000;freelancer;yes;6;?;916500;0;810000;0;17;Warszawa_Mazowsze;services;M;NO;YES;LKW;0;NO
3831;36;FL;23170.73;0.4500;0.0100;freelancer;yes;4;?;801000;0;60000;0;16;Warszawa_Mazowsze;?;?;NO;YES;PKW;4;NO
3832;36;FL;193326.83;0.4002;0.0100;capital_company;yes;4;3096044.33;7185213.7;0;385844.8;2;6;Warszawa_Mazowsze;services;L;NO;YES;PKW;0;NO
3833;36;FL;115691.06;0.1000;0.0100;civil_partnership;yes;6;?;76575;0;17000;0;12;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;NO
3834;36;FL;24422.76;0.1000;0.0100;capital_company;yes;3;6661248.27;5874618;0;2105798;2;5;Lodz_Ziemia_Lodzka;education;P;NO;YES;PKW;0;NO
3835;36;FL;24308.94;0.1000;0.0100;capital_company;yes;4;6661248.27;5874618;0;2105798;2;5;Lodz_Ziemia_Lodzka;education;P;NO;YES;PKW;0;NO
3836;36;FL;63414.62;0.2000;0.0100;capital_company;yes;4;6661248.27;5874618;0;2105798;2;6;Lodz_Ziemia_Lodzka;education;P;NO;YES;PKW;1;NO
3837;36;FL;29674.8;0.2000;0.0100;capital_company;yes;5;6661248.27;5874618;0;2105798;2;7;Lodz_Ziemia_Lodzka;education;P;NO;YES;PKW;1;NO
3838;36;FL;59024.39;0.2000;0.0100;capital_company;yes;5;6661248.27;5874618;0;2105798;2;7;Lodz_Ziemia_Lodzka;education;P;NO;YES;PKW;0;NO
3839;36;FL;30813.01;0.2000;0.0100;capital_company;yes;6;6661248.27;5874618;0;2105798;2;7;Lodz_Ziemia_Lodzka;education;P;NO;YES;PKW;0;NO
3840;36;FL;298488.62;0.4500;0.0100;freelancer;yes;4;21398047;91869478;0;3908376;137;9;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;PKW;0;NO
3841;36;FL;52173.17;0.3117;0.0100;freelancer;yes;3;?;180000;0;100000;0;6;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3842;24;FL;91504.06;0.2000;0.1900;capital_company;yes;4;1133000.91;3183639.13;0;101711.83;2;5;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
3843;36;FL;42048.78;0.1000;0.0100;personal_company;yes;4;3349000;13620000;0;260000;145;10;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;NO;YES;PKW;0;NO
3844;36;FL;41463.42;0.1000;0.0100;personal_company;yes;6;3349000;13620000;0;260000;145;12;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;NO;YES;PKW;0;NO
3845;36;FL;77235.77;0.1000;0.0100;freelancer;yes;4;0;180000;0;120000;1;10;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
3846;60;FL;106991.87;0.2000;0.0100;freelancer;yes;4;?;276220;0;164004;2;20;Gdansk_Gdynia_Pomorze_Gdanskie;services;L;NO;YES;PKW;0;NO
3847;36;FL;43861.79;0.4500;0.0100;freelancer;yes;4;?;132030;0;55250;0;5;Bialystok_Podlasie;?;?;NO;NO;PKW;0;NO
3848;48;FL;46138.2;0.1000;0.0100;freelancer;yes;5;?;194762.67;0;50003.07;2;18;Katowice_Gorny_Slask;?;?;NO;YES;PKW;0;NO
3849;36;FL;143902.44;0.1000;0.0100;capital_company;yes;6;22767000;46050000;0;1752000;2005;24;Dolny_Slask;services;N;YES;YES;PKW;0;NO
3850;36;FL;57723.58;0.4500;0.0100;freelancer;no;0;0;1064650;3000;-6572;0;10;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;0;NO
3851;36;FL;107235.77;0.2000;0.0100;capital_company;yes;3;7880886;4907291;0;-548958;0;8;Kielce_Radom_Gory_Swietokrzyskie;?;?;NO;YES;PKW;1;NO
3852;36;FL;105528.47;0.1000;0.0100;civil_partnership;no;0;?;3849648;0;83281;1;9;Poznan_Wielkopolska;?;?;NO;YES;PKW;1;NO
3853;60;FL;72845.53;0.2000;0.0100;freelancer;no;0;?;164938.04;0;40895;1;5;Kielce_Radom_Gory_Swietokrzyskie;services;M;NO;YES;PKW;0;NO
3854;36;FL;75853.66;0.3500;0.0100;personal_company;yes;6;8068289.75;16631589.9;0;1196187.03;38;12;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;LKW;0;NO
3855;60;FL;99186.99;0.2000;0.0100;freelancer;yes;5;0;286312.35;9600;112469.49;0;5;Katowice_Gorny_Slask;sale;G;YES;YES;PKW;0;NO
3856;36;FL;65853.65;0.4500;0.0100;freelancer;yes;6;?;160000;0;110000;0;7;Warszawa_Mazowsze;services;S;NO;YES;LKW;1;NO
3857;48;FL;102764.23;0.3000;0.0100;freelancer;yes;4;?;3280640;0;342157;29;17;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
3858;36;FL;60658.59;0.1000;0.0100;freelancer;yes;2;?;37734812;24000;561174;10;12;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
3859;36;FL;60658.59;0.1000;0.0100;freelancer;yes;2;?;37734812;24000;561174;10;12;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
3860;36;FL;79924.67;0.1000;0.0100;freelancer;yes;2;?;37734812;24000;561174;10;12;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
3861;25;FL;90608.65;0.1000;0.1700;freelancer;yes;3;?;37734812;24000;561174;10;13;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
3862;48;FL;110655.74;0.2000;0.0100;freelancer;yes;3;0;8021185;0;2285204;11;10;Krakow_Malopolska;sale;L;YES;YES;PKW;1;NO
3863;48;FL;65400;0.1000;0.0100;capital_company;yes;3;10817946.9;23302000;0;685020;30;9;Poznan_Wielkopolska;?;?;NO;YES;PKW;1;NO
3864;48;FL;53948.78;0.2000;0.0100;capital_company;yes;4;10817946.9;23302000;0;685020;30;10;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3865;48;FL;92357.72;0.1000;0.0100;capital_company;yes;4;10817946.9;23302000;0;685020;30;10;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3866;36;FL;53252.03;0.2000;0.0100;capital_company;yes;5;10817946.9;23302000;0;685020;30;10;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3867;48;FL;149593.5;0.2000;0.0100;capital_company;yes;5;10817946.9;23302000;0;685020;30;11;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3868;36;FL;57049.19;0.3000;0.0100;capital_company;yes;3;14541265;30163141;0;3579864;230;4;Warszawa_Mazowsze;production;C;NO;YES;PKW;0;NO
3869;48;FL;61788.62;0.2000;0.0100;capital_company;yes;6;11662132.3;6096290.88;0;402683.62;5;17;Lublin_Chelm;services;H;NO;YES;PKW;0;NO
3870;24;FL;60282.93;0.2000;0.1900;capital_company;yes;6;477490;1023608.54;0;62317.29;8;7;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;NO;PKW;0;NO
3871;24;FL;57317.07;0.2837;0.1900;freelancer;yes;4;0;599689.26;6000;8011.74;5;20;Zielona_Gora_Lubuskie;?;?;NO;YES;PKW;1;NO
3872;36;FL;110975.61;0.1000;0.0100;capital_company;yes;4;30375665.8;56943177;0;1205141.22;63;5;Gdansk_Gdynia_Pomorze_Gdanskie;services;H;NO;YES;PKW;1;NO
3873;48;FL;88073.17;0.1000;0.0100;capital_company;yes;4;30375665.8;56943177;0;1205141.22;63;5;Gdansk_Gdynia_Pomorze_Gdanskie;services;H;NO;YES;PKW;1;NO
3874;36;FL;54546.34;0.1000;0.0100;capital_company;yes;4;30375665.8;56943177;0;1205141.22;63;5;Gdansk_Gdynia_Pomorze_Gdanskie;services;H;NO;YES;PKW;1;NO
3875;36;FL;88211.38;0.1000;0.0100;capital_company;yes;4;30375665.8;56943177;0;1205141.22;63;5;Gdansk_Gdynia_Pomorze_Gdanskie;services;H;NO;YES;PKW;0;NO
3876;24;FL;90650.41;0.3000;0.1900;civil_partnership;no;0;?;717190.27;0;144014.07;7;20;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
3877;36;FL;131689.43;0.4500;0.0100;freelancer;no;0;0;1760655;0;141626;2;12;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;YES;YES;PKW;0;NO
3878;24;FL;122612.2;0.4481;0.1900;freelancer;yes;6;0;9000000;8400;220000;20;27;Gdansk_Gdynia_Pomorze_Gdanskie;services;Q;NO;YES;PKW;0;NO
3879;48;FL;91593.51;0.3000;0.0100;freelancer;yes;3;0;260651;0;153728;0;16;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3880;36;FL;107317.07;0.2000;0.0100;freelancer;no;0;0;1089000;6000;14000;4;8;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3881;36;FL;57317.07;0.2102;0.0100;freelancer;yes;6;?;327828.95;0;33179.23;3;7;Katowice_Gorny_Slask;services;H;NO;NO;PKW;0;NO
3882;36;FL;39024.39;0.2000;0.0100;freelancer;yes;4;0;139537;0;46.24;0;14;Lodz_Ziemia_Lodzka;services;S;NO;NO;PKW;0;NO
3883;24;FL;102121.95;0.1000;0.1900;freelancer;yes;5;?;165000;0;127500;0;19;Bydgoszcz_Torun_Kujawy;services;Q;NO;YES;PKW;0;NO
3884;36;FL;51991.87;0.2000;0.0100;freelancer;yes;1;?;180000;0;66000;0;10;Katowice_Gorny_Slask;services;Q;NO;YES;PKW;0;NO
3885;36;FL;74796.75;0.1000;0.0100;freelancer;yes;4;?;35828154;0;3707775;0;17;Krakow_Malopolska;production;C;NO;NO;PKW;0;NO
3886;36;FL;34878.05;0.1000;0.0100;freelancer;yes;4;?;35828154;0;3707775;0;17;Krakow_Malopolska;production;C;NO;NO;PKW;0;NO
3887;36;FL;36504.07;0.1000;0.0100;freelancer;yes;4;?;35828154;0;3707775;0;18;Krakow_Malopolska;production;C;NO;NO;PKW;0;NO
3888;36;FL;36097.56;0.1000;0.0100;freelancer;yes;5;?;35828154;0;3707775;0;18;Krakow_Malopolska;production;C;NO;NO;PKW;0;NO
3889;36;FL;36387.56;0.1000;0.0100;freelancer;yes;5;?;35828154;0;3707775;0;19;Krakow_Malopolska;production;C;NO;NO;PKW;0;NO
3890;36;FL;83180.49;0.1000;0.0100;freelancer;yes;5;?;35828154;0;3707775;0;19;Krakow_Malopolska;production;C;NO;NO;PKW;0;NO
3891;36;FL;37243.9;0.1000;0.0100;freelancer;yes;6;?;35828154;0;3707775;0;20;Krakow_Malopolska;production;C;NO;NO;LKW;0;NO
3892;48;FL;62113.82;0.2000;0.0100;capital_company;yes;3;1995740;6850675;0;262091;7;18;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3893;48;FL;62113.82;0.2000;0.0100;capital_company;yes;3;1995740;6850675;0;262091;7;18;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3894;36;FL;36585.37;0.2000;0.0100;capital_company;yes;6;1995740;6850675;0;262091;7;20;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3895;36;FL;44471.54;0.1097;0.0100;freelancer;yes;4;?;158000.46;0;-6892.55;0;5;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;0;NO
3896;60;FL;182192.68;0.1000;0.0100;freelancer;yes;5;?;158000.46;0;-6892.55;0;6;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;0;NO
3897;60;FL;71788.62;0.4500;0.0100;freelancer;no;0;?;336178;0;99770;1;6;Poznan_Wielkopolska;services;N;YES;YES;PKW;0;NO
3898;48;FL;84808.94;0.4314;0.0500;freelancer;yes;6;6698249.69;9507726.31;4800;1266625.73;23;15;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
3899;36;FL;69268.29;0.2000;0.0100;capital_company;yes;5;8179000;22755700;0;364700;106;11;Katowice_Gorny_Slask;production;C;NO;YES;LKW;0;NO
3900;36;FL;112890.24;0.2000;0.0100;civil_partnership;yes;3;?;2516138;0;44542;4;9;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
3901;36;FL;109756.1;0.4500;0.0100;civil_partnership;yes;5;?;2516138;0;44542;4;11;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
3902;36;FL;226829.27;0.4500;0.1900;civil_partnership;yes;5;?;588982.84;0;41137.05;4;12;Warszawa_Mazowsze;services;M;YES;YES;PKW;2;NO
3903;36;FL;84600.81;0.2000;0.2000;capital_company;yes;6;16587564;15885268;0;1179852;49;8;Wroclaw_Dolny_Slask;production;C;NO;NO;LKW;0;NO
3904;36;FL;84378.86;0.2000;0.2000;capital_company;yes;6;16587564;15885268;0;1179852;49;8;Wroclaw_Dolny_Slask;production;C;NO;NO;LKW;0;NO
3905;36;FL;67398.37;0.1000;0.0100;capital_company;yes;4;16587564;15885268;0;1179852;49;6;Wroclaw_Dolny_Slask;production;C;NO;NO;PKW;0;NO
3906;36;FL;186910.57;0.1700;0.1000;capital_company;yes;5;16587564;15885268;0;1179852;49;7;Wroclaw_Dolny_Slask;production;C;NO;NO;PKW;0;NO
3907;48;FL;55203.25;0.1000;0.0100;freelancer;yes;4;0;262630.21;0;99300;0;7;Poznan_Wielkopolska;services;M;NO;YES;PKW;0;NO
3908;36;FL;91869.92;0.3540;0.0100;freelancer;yes;5;0;711350.51;0;194215.59;7;9;Gdansk_Gdynia_Pomorze_Gdanskie;services;N;NO;YES;PKW;1;NO
3909;36;FL;94308.94;0.3000;0.0100;freelancer;no;0;0;5800000;0;250600;1;6;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
3910;36;FL;116991.87;0.4500;0.0100;personal_company;yes;6;0;1205000;0;191500;0;12;Warszawa_Mazowsze;building;F;NO;YES;PKW;1;NO
3911;36;FL;62000;0.3000;0.0100;capital_company;yes;3;3260863;14000000;0;210000;10;7;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;NO
3912;36;FL;108894.31;0.2000;0.0100;capital_company;yes;4;3260863;14000000;0;210000;10;7;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;NO
3913;60;FL;125450.41;0.1000;0.0100;freelancer;yes;5;?;2440646.51;0;24.90;7;11;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
3914;36;FL;119595.12;0.2000;0.0100;freelancer;yes;4;0;465440;0;189217.86;0;16;Zielona_Gora_Lubuskie;services;Q;NO;YES;PKW;0;NO
3915;48;FL;487804.88;0.2000;0.0100;capital_company;yes;4;2510924.14;10811292;0;130640.1;24;6;Warszawa_Mazowsze;services;H;NO;YES;PKW;1;NO
3916;36;FL;451219.51;0.2000;0.0100;capital_company;yes;6;2510924.14;10811292;0;130640.1;24;8;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
3917;48;FL;90000;0.4000;0.0100;freelancer;yes;5;?;5827800;0;1223345;9;8;Gdansk_Gdynia_Pomorze_Gdanskie;?;?;NO;YES;PKW;1;NO
